character,wb
涳,"ipwa"
湥,"ipwd"
学会,"ipwf"
溶合,"ipwg"
溶,"ipwk"
小家伙,"ipwo"
深,ipws
常任,"ipwt"
学位,"ipwu"
学分,"ipwv"
常人,"ipww"
深化,"ipwx"
深信,"ipwy"
沱,"ipx"
演练,"ipxa"
演绎,"ipxc"
学费,"ipxj"
党纲,"ipxm"
沱,ipxn
党纪,"ipxn"
浓缩,"ipxp"
常绿,"ipxv"
赏给,"ipxw"
尝试,"ipya"
常熟,"ipyb"
学诚,"ipyd"
演讲,"ipyf"
溶剂,"ipyj"
常识,"ipyk"
深为,"ipyl"
常设,"ipym"
深刻,"ipyn"
演变,"ipyo"
演义,"ipyq"
常州,"ipyt"
学说,"ipyu"
深夜,"ipyw"
深广,"ipyy"
光,"iq"
汦,"iqa"
逃匿,"iqaa"
涣散,"iqae"
涽,"iqaj"
潘金莲,"iqal"
汦,iqan
光荣,"iqap"
渔获,"iqaq"
滐,"iqas"
泡茶,"iqaw"
光芒,"iqay"
光,iqb
光子,"iqbb"
光阴,"iqbe"
汹,"iqbh"
逃出,"iqbm"
沟,"iqc"
光驱,"iqca"
沟通,"iqce"
澹台,"iqck"
光巴,"iqcn"
逃难,"iqcw"
沟,iqcy
淆,"iqd"
光碟,"iqda"
光顾,"iqdb"
渔友,"iqdc"
光大,"iqdd"
淆,iqde
逃奔,"iqdf"
浠,"iqdh"
頫,"iqdm"
油然而生,"iqdt"
澹,"iqdy"
光脚,"iqef"
辉县,"iqeg"
澥,"iqeh"
光彩,"iqes"
逃脱,"iqeu"
鼗,"iqf"
鼗,iqfc
逃走,"iqfh"
游乐场,"iqfn"
渔夫,"iqfw"
淦,"iqg"
逃开,"iqga"
逃到,"iqgc"
渔,"iqgg"
澛,"iqgj"
光速,"iqgk"
浩然正气,"iqgr"
逃妻,"iqgv"
浑然一体,"iqgw"
光斑,"iqgy"
泡上,"iqhh"
滑铁卢,"iqhn"
沟壑,"iqhp"
覜,"iqhq"
耀眼,"iqhv"
渔具,"iqhw"
泺,"iqi"
沟渠,"iqia"
光泽,"iqic"
淘汰,"iqid"
光洁,"iqif"
泡沫,"iqig"
洈水,"iqii"
光滑,"iqim"
泡汤,"iqin"
光学,"iqip"
光辉,"iqiq"
澹泊,"iqir"
光照,"iqiv"
泺,iqiy
沵,"iqiy"
洵,"iqj"
光明,"iqje"
洵,iqjg
辉映,"iqjm"
光电,"iqjn"
光临,"iqjt"
尡,"iqjx"
光景,"iqjy"
浼,"iqk"
泃,"iqkg"
逃跑,"iqkh"
浼,iqkq
瀺,"iqky"
逃罪,"iqld"
游乐园,"iqlf"
澛,iqlj
逃回,"iqlk"
漠然置之,"iqlp"
光圈,"iqlu"
涣,"iqm"
涣,iqmd
兆周,"iqmf"
澥,iqmh
渔网,"iqmq"
泡,"iqn"
渔民,"iqna"
光怪,"iqnc"
韑,"iqnh"
逃避,"iqnk"
泡,iqnn
耀,"iqny"
漁,"iqo"
渔业,"iqog"
淗,"iqoi"
瀂,"iqoj"
光火,"iqoo"
辉煌,"iqor"
淗,iqoy
逃,"iqp"
逃家,"iqpe"
光宗,"iqpf"
辉,"iqpl"
逃,iqpv
逃窜,"iqpw"
逃禅,"iqpy"
洶,"iqq"
光鲜,"iqqg"
沽名钓誉,"iqqi"
逃逸,"iqqk"
沉甸甸,"iqql"
淘金,"iqqq"
逃犯,"iqqt"
没多久,"iqqy"
淘,"iqr"
渔捞,"iqra"
逃遁,"iqrf"
逃兵,"iqrg"
光年,"iqrh"
淘,iqrm
淘气,"iqrn"
沕,"iqrt"
潘多拉,"iqru"
渔权,"iqsc"
光标,"iqsf"
光棍,"iqsj"
油印机,"iqsm"
泖,"iqt"
泖,iqtb
光盘,"iqte"
逃生,"iqtg"
渔利,"iqtj"
漪,"iqtk"
鴵,"iqto"
光笔,"iqtt"
小儿科,"iqtu"
逃往,"iqty"
兆头,"iqud"
汮,"iqug"
溜冰,"iqui"
兆,"iqv"
淊,"iqvg"
浄,"iqvh"
泡妞,"iqvn"
沟女,"iqvv"
沟仔,"iqwb"
渔翁,"iqwc"
海外侨胞,"iqwe"
逃命,"iqwg"
染色体,"iqws"
渔人,"iqww"
光华,"iqwx"
光绪,"iqxf"
光线,"iqxg"
光缆,"iqxj"
光纤,"iqxt"
汐,"iqy"
光度,"iqya"
逃离,"iqyb"
渹,"iqyg"
逃课,"iqyj"
洺,iqyk
溜,"iqyl"
渔市,"iqym"
逃亡,"iqyn"
光亮,"iqyp"
逃课,"iqys"
光谱,"iqyu"
渔郎,"iqyv"
兤,"iqyw"
汋,"iqyy"
泊,"ir"
洋白菜,"irae"
激荡,"irai"
洋鬼子,"irbb"
派出,"irbm"
泒,"irc"
派对,"ircf"
汳,ircy
湃,"ird"
激励,"irdd"
湃,irdf
派克,"irdq"
派,"ire"
派,irey
垽,"irf"
激动,"irfc"
激起,"irfh"
激进,"irfj"
激增,"irfu"
泊,irg
湟,"irg"
汽球,"irgf"
小提琴,"irgg"
洉,"irgk"
泊来,"irgo"
激烈,"irgq"
浜,"irgw"
激素,"irgx"
沂,"irh"
汼,"irhh"
激战,"irhk"
沠,"irhy"
洙,"iri"
浙江,"iria"
亵渎,"irif"
汽水,"irii"
汽油,"irim"
激赏,"irip"
激光,"iriq"
渐渐,"irir"
激活,"irit"
激流,"iriy"
激昂,"irjq"
派遣,"irkh"
派别,"irkl"
派员,"irkm"
汽车,"irlg"
潕,"irlo"
峾,"irm"
淿,"irmh"
淛,"irmj"
小摊贩,"irmr"
汽,"irn"
激愤,"irnf"
激情,"irng"
汽,irnn
滊,"irno"
激发,"irnt"
滚瓜烂熟,"iroy"
派定,"irpg"
少年宫,"irpk"
派军,"irpl"
溾,"irqc"
湟鱼,"irqg"
少年犯,"irqt"
浙,"irr"
派兵,"irrg"
浙,irrh
汽缸,"irrm"
激扬,"irrn"
楽,"irsu"
澔,"irt"
浩气长存,"irtd"
汽艇,"irte"
渒,"irtf"
派生,"irtg"
汽笛,"irtm"
派系,"irtx"
派往,"irty"
派头,"irud"
浙赣,"iruj"
激辩,"iruy"
激怒,"irvc"
游手好闲,"irvu"
泆,"irw"
汇报会,"irwf"
湁,"irwk"
泊位,"irwu"
激化,"irwx"
漑,"irxq"
派给,"irxw"
激,"iry"
激变,"iryo"
激,iryt
泝,"iryy"
洒,"is"
法西斯,"isad"
酒菜,"isae"
洒落,"isai"
潭子,"isbb"
溧阳,"isbj"
洒出,"isbm"
河防,"isby"
酒巴,"iscn"
酒友,"isdc"
酒厂,"isdg"
洛杉矶,"isdm"
漆成,"isdn"
海枯石烂,"isdo"
酒肆,"isdv"
河豚,"isee"
涁,"iset"
洒脱,"iseu"
漂,"isf"
河运,"isfc"
少林寺,"isff"
淋雨,"isfg"
漂,isfi
河堤,"isfj"
河南,"isfm"
当权者,"isft"
酒坊,"isfy"
洒,isg
没想到,"isgc"
沉醉于,"isgf"
酒,"isgg"
漆画,"isgl"
湮灭,"isgo"
举棋不定,"isgp"
河殇,"isgq"
汀,"ish"
湘,"ishg"
洒上,"ishh"
湘江,"isia"
河池,"isib"
河滩,"isic"
河源,"isid"
漂浮,"isie"
学术活动,"isif"
洒泪,"isih"
河水,"isii"
淋湿,"isij"
酒涡,"isik"
湮没,"isim"
渣滓,"isip"
漂泊,"isir"
湘潭,"isis"
江西省,"isit"
河津,"isiv"
沐浴,"isiw"
河流,"isiy"
潭,"isj"
渣,"isjg"
潭,isjh
河,"isk"
酒吧,"iskc"
河,iskg
河口,"iskk"
河川,"iskt"
漆黑,"islf"
河边,"islp"
酒力,"islt"
河畔,"islu"
河岸,"ismd"
河山,"ismm"
河内,"ismw"
劣根性,"isnt"
酒类,"isod"
酒精,"isog"
潥,"isoy"
酒家,"ispe"
酒宴,"ispj"
酒窝,"ispw"
酒色,"isqc"
酒钱,"isqg"
酒馆,"isqn"
淅,"isr"
灪,"isre"
酒后,"isrg"
淅,isrh
酒泉,"isri"
酒鬼,"isrq"
漂白,"isrr"
渣打,"isrs"
淋,"iss"
酒柜,"issa"
酒桶,"issc"
潸,"isse"
漜,"issf"
酒杯,"issg"
濋,"issh"
澿,"issi"
澘,"issj"
酒楼,"isso"
潹,"isss"
漤,"issv"
淋,issy
溧,"issy"
河船,"iste"
酒徒,"istf"
漂移,"istq"
河系,"istx"
酒瓶,"isua"
酒瘾,"isub"
淋病,"isug"
酒意,"isuj"
酒疯,"isum"
当机立断,"isuo"
河道,"isut"
河北,"isux"
酒女,"isvv"
漆,"isw"
淞,"iswc"
酒会,"iswf"
漆,iswi
酒保,"iswk"
酒仙,"iswm"
河伯,"iswr"
河谷,"isww"
温哥华,"iswx"
酒令,"iswy"
酒母,"isxg"
沐,"isy"
酒席,"isya"
学术论坛,"isyf"
酒店,"isyh"
洒遍,"isyn"
漂亮,"isyp"
河底,"isyq"
河床,"isys"
酒话,"isyt"
沭,"isyy"
少,"it"
学徒工,"itaa"
活期,"itad"
海菜,"itae"
海牙,"itah"
浩荡,"itai"
汑,"itan"
渊薮,"itao"
海鸥,"itaq"
海葵,"itaw"
沲,"itb"
海陆,"itbf"
洛阳,"itbj"
少先队员,"itbk"
沲,itbn
兴利除弊,"itbu"
少先队,"itbw"
海防,"itby"
海参,"itcd"
海通,"itce"
海马,"itcn"
海难,"itcw"
活,"itd"
浩大,"itdd"
少有,"itde"
活,itdg
海丰,"itdh"
潪,"itdj"
海面,"itdm"
洗碗,"itdp"
鋈,"itdq"
少奇,"itds"
法律顾问,"itdu"
海龙,"itdx"
沃,"itdy"
海豹,"itee"
瀊,"itel"
活用,"itet"
洗脱,"iteu"
沃腴,"itev"
洗脸,"itew"
洗脑,"itey"
洗,"itf"
海域,"itfa"
海地,"itfb"
活动,"itfc"
省城,"itfd"
沃土,"itff"
渊博,"itfg"
泛起,"itfh"
浩翰,"itfj"
浩,"itfk"
海南,"itfm"
海专,"itfn"
涏,"itfp"
洗,itfq
洗雪,"itfv"
沃壤,"itfy"
泩,"itg"
少于,"itgf"
泩,itgg
湰,"itgg"
省下,"itgh"
海带,"itgk"
活现,"itgm"
常备不懈,"itgn"
海珠,"itgr"
省,"ith"
溴,"ithd"
省,ithf
泎,"ithf"
洎,"ithg"
海上,"ithh"
濞,"ithj"
海战,"ithk"
沜,"ithn"
涎,"ithp"
浪得虚名,"ithq"
潲,"iti"
海港,"itia"
海涵,"itib"
海滩,"itic"
渊源,"itid"
潲,itie
浩瀚,"itif"
洗漱,"itig"
少小,"itih"
海水,"itii"
泛滥,"itij"
洗澡,"itik"
活泼,"itin"
海滨,"itip"
洗涤,"itit"
海洋,"itiu"
洗染,"itiv"
洗浴,"itiw"
澳洲,"itiy"
浰,"itj"
省时,"itjf"
少量,"itjg"
浰,itjh
少帅,"itjm"
漡,"itjr"
海星,"itjt"
海归,"itjv"
海景,"itjy"
洛,"itk"
洛,itkg
活跃,"itkh"
海口,"itkk"
海员,"itkm"
海啸,"itkv"
渪,"itky"
劣,"itl"
劣,itlb
溾,itlc
洗罪,"itld"
潈,"itle"
洫,"itlg"
潨,"itli"
少男,"itll"
省思,"itln"
海边,"itlp"
省略,"itlt"
潜移默化,"itlw"
澳,"itm"
澳,itmd
海岸,"itmd"
海峡,"itmg"
少则,"itmj"
海山,"itmm"
澚,"itmn"
海风,"itmq"
海峰,"itmt"
海内,"itmw"
汔,"itn"
滬,"itnc"
淚,"itnd"
少尉,"itnf"
省悟,"itng"
洗刷,"itnm"
深入民心,"itnn"
溩,"itno"
淭,"itns"
流行性,"itnt"
党委书记,"itny"
渊,"ito"
渊,itoh
潘,"itol"
少数,"itov"
湫,"itoy"
泛,"itp"
活字,"itpb"
活塞,"itpf"
活宝,"itpg"
海军,"itpl"
当务之急,"itpq"
海宁,"itps"
省察,"itpw"
泛,itpy
洗礼,"itpy"
浩然,"itqd"
海鲜,"itqg"
海外,"itqh"
海龟,"itqj"
瀩,"itqm"
海蚀,"itqn"
少儿,"itqt"
海岛,"itqy"
少,itr
海报,"itrb"
海拔,"itrd"
劣质,"itrf"
海捕,"itrg"
少年,"itrh"
活泉,"itri"
少扣,"itrk"
浩气,"itrn"
洗手,"itrt"
劣势,"itrv"
泛指,"itrx"
少搞,"itry"
涤,"its"
活树,"itsc"
少棒,"itsd"
少林,"itss"
少校,"itsu"
涤,itsy
滗,"itt"
省长,"itta"
省籍,"ittd"
小算盘,"itte"
劣等,"ittf"
活生生,"ittg"
洗版,"itth"
省得,"ittj"
劣种,"ittk"
活血,"ittl"
滗,ittn
毟,"ittn"
泛称,"ittq"
省委,"ittv"
常务委员会,"ittw"
浩繁,"ittx"
溗,"itu"
海关,"itud"
学生装,"ituf"
流行病,"itug"
泘,"ituh"
少间,"ituj"
海端,"itum"
少将,"ituq"
省亲,"itus"
小生产,"itut"
省立,"ituu"
海北,"itux"
澳门,"ituy"
潷,"itv"
涹,"itvg"
少女,"itvv"
漎,"itw"
省优,"itwd"
常委会,"itwf"
活命,"itwg"
潻,"itwi"
少爷,"itwq"
活体,"itws"
省分,"itwv"
省份,"itww"
活佛,"itwx"
海,"itx"
泛红,"itxa"
省级,"itxe"
海疆,"itxf"
瀿,"itxi"
劣绅,"itxj"
湚,"itxn"
海绵,"itxr"
海,itxu
涤纶,"itxw"
汷,"ity"
洗衣,"itye"
活计,"ityf"
学生证,"ityg"
省库,"ityl"
省市,"itym"
滥竽充数,"ityo"
海底,"ityq"
少许,"ityt"
省府,"ityw"
活该,"ityy"
洋,"iu"
洴,"iua"
洋式,"iuaa"
洋菜,"iuae"
洋芋,"iuag"
滴落,"iuai"
渆,"iuaj"
洋葱,"iuaq"
洋菇,"iuav"
洋菸,"iuay"
溯,"iub"
溯,iube
涪陵,"iubf"
溢出,"iubm"
滚,"iuc"
洋参,"iucd"
滚,iuce
洋,iud
溠,"iuda"
淃,"iudb"
溬,"iudc"
瀁,"iude"
洋,iudh
漛,"iudi"
渕,"iudj"
濓,"iudo"
法兰克福,"iudp"
浂,"iudy"
湔,"iue"
洋服,"iueb"
润肺,"iueg"
湔,iuej
澻,"iuep"
泮,"iuf"
滚地,"iufb"
滚动,"iufc"
混凝土,"iuff"
泮,iufh
湔雪,"iufv"
泣,"iug"
滚开,"iuga"
注意到,"iugc"
沾亲带故,"iugd"
瀁,iuge
滚球,"iugf"
润,"iugg"
滴下,"iugh"
漾,"iugi"
滋事,"iugk"
溔,"iugo"
海阔天空,"iugp"
滚珠,"iugr"
湵,"iugy"
滚上,"iuhh"
溢满,"iuia"
润泽,"iuic"
溯源,"iuid"
泮溪,"iuie"
激将法,"iuif"
滴水,"iuii"
润滑,"iuim"
滚烫,"iuin"
滂沱,"iuip"
少壮派,"iuir"
洋酒,"iuis"
湖北省,"iuit"
滋润,"iuiu"
漳,"iuj"
潼,"iujf"
涧,"iujg"
漳,iujh
灨,"iujm"
澺,"iujn"
滰,"iujq"
涪,"iuk"
滾,"iuke"
滋味,"iukf"
涪,iukg
小商品,"iukk"
涚,"iukq"
润喉,"iukw"
潧,"iulj"
滚轴,"iulm"
小意思,"iuln"
滚边,"iulp"
注意力,"iult"
滚轮,"iulw"
滴,"ium"
滴,iumd
洋财,"iumf"
滳,"iumk"
潎,"iumt"
润迅,"iunf"
滚蛋,"iunh"
湴,"iuog"
潽,"iuoj"
滂,"iup"
渧,"iuph"
润之,"iupp"
滋补,"iupu"
滂,iupy
洨,"iuq"
润色,"iuqc"
泣然,"iuqd"
澬,"iuqm"
润饰,"iuqn"
洋铁,"iuqr"
滧,"iuqt"
洋银,"iuqv"
灁,"iur"
滋扰,"iurd"
洋气,"iurn"
澖,"ius"
澊,"iusf"
法兰西,"iusg"
洋相,"iush"
洋楼,"iuso"
瀙,"iusq"
澵,"iusr"
滋长,"iuta"
洋船,"iute"
洋行,"iutf"
滋生,"iutg"
渞,"iuth"
滚利,"iutj"
泣血,"iutl"
滚筒,"iutm"
滴管,"iutp"
润笔,"iutt"
滴答,"iutw"
没关系,"iutx"
滋养,"iuud"
洋装,"iuuf"
兴冲冲,"iuuk"
海关总署,"iuul"
润资,"iuuq"
灍,"iuuw"
溓,"iuv"
淁,"iuvg"
溢,"iuw"
溢,iuwl
洋伞,"iuwu"
洋人,"iuww"
洋货,"iuwx"
滋,"iux"
濨,iuxn
涕,"iuxt"
滋,iuxx
潣,"iuy"
滋育,"iuyc"
潜意识,"iuyk"
汕头市,"iuym"
洋房,"iuyn"
漳州,"iuyt"
当,"iv"
湼,"ivag"
当世,"ivan"
汝阳,"ivbj"
溉,"ivc"
溉,ivcq
染有,"ivde"
当面,"ivdm"
当成,"ivdn"
当月,"ivee"
泿,"ivey"
当,ivf
当地,"ivfb"
堻,"ivff"
淄博,"ivfg"
津,"ivfh"
当朝,"ivfj"
汝南,"ivfm"
当场,"ivfn"
湕,"ivfp"
浔,"ivfy"
汝,"ivg"
当天,"ivgd"
当下,"ivgh"
当事,"ivgk"
湽,"ivgl"
澙,"ivgo"
当班,"ivgy"
溲,"ivh"
溲,ivhc
当上,"ivhh"
濜,"ivhl"
渌,"ivi"
沼泽,"ivic"
浸淫,"ivie"
染污,"ivif"
活灵活现,"ivig"
浸水,"ivii"
浸湿,"ivij"
浸沉,"ivip"
浸泡,"iviq"
浸洗,"ivit"
浸润,"iviu"
浸染,"iviv"
渌,iviy
粶,"iviy"
漅,"ivj"
当时,"ivjf"
当量,"ivjg"
当日,"ivjj"
当晚,"ivjq"
当归,"ivjv"
沼,"ivk"
沼,ivkg
洳,"ivkg"
当中,"ivkh"
染患,"ivkk"
灉,"ivky"
淄,"ivl"
淄,ivlg
浸软,"ivlq"
津贴,"ivmh"
梁山,"ivmm"
氿,"ivn"
当局,"ivnn"
当心,"ivny"
浩如烟海,"ivoi"
染料,"ivou"
浸,"ivp"
浸,ivpc
当家,"ivpe"
当官,"ivpn"
当初,"ivpu"
浸礼,"ivpy"
淣,"ivq"
染色,"ivqc"
当然,"ivqd"
当铺,"ivqg"
浸蚀,"ivqn"
潟,"ivqo"
当儿,"ivqt"
当兵,"ivrg"
当年,"ivrh"
染缸,"ivrm"
沼气,"ivrn"
染指,"ivrx"
染,"ivs"
当权,"ivsc"
当票,"ivsf"
当机,"ivsm"
染,ivsu
涒,"ivt"
浸透,"ivte"
当选,"ivtf"
浸入,"ivty"
当差,"ivud"
当前,"ivue"
染病,"ivug"
染净,"ivuq"
当道,"ivut"
当好,"ivvb"
当即,"ivvc"
洋娃娃,"ivvf"
水灵灵,"ivvo"
小姑娘,"ivvy"
梁,"ivw"
当代,"ivwa"
当做,"ivwd"
当值,"ivwf"
粱,"ivwo"
梁,ivws
当作,"ivwt"
当众,"ivww"
当今,"ivwy"
学杂费,"ivxj"
涩,"ivy"
涩,ivyh
涊,"ivyn"
汝州,"ivyt"
当夜,"ivyw"
汍,"ivyy"
兴,"iw"
举荐,"iwad"
兴革,"iwaf"
涂鸦,"iwah"
沦落,"iwai"
举世,"iwan"
浌,"iwat"
沧,"iwb"
小伙子,"iwbb"
淮阴,"iwbe"
汾阳,"iwbj"
举出,"iwbm"
沧,iwbn
沦陷,"iwbq"
兴隆,"iwbt"
小分队,"iwbw"
滃,"iwc"
沧桑,"iwcc"
澄观,"iwcm"
滃,iwcn
洑,"iwd"
源代码,"iwdc"
兴奋,"iwdl"
兴盛,"iwdn"
兴邦,"iwdt"
洑,iwdy
脊,"iwe"
沁人肺腑,"iwee"
脊,iwef
鹡,"iweg"
沴,"iwet"
举,"iwf"
举动,"iwfc"
兴城,"iwfd"
举,iwfh
兴趣,"iwfh"
漈,"iwfi"
涻,"iwfk"
淮南,"iwfm"
浴场,"iwfn"
灚,"iwfq"
沦丧,"iwfu"
兴替,"iwfw"
洽,"iwg"
瀹,"iwga"
兴致,"iwgc"
湀,"iwgd"
洤,"iwgg"
渝,"iwgj"
洽,iwgk
举事,"iwgk"
潝,"iwgn"
潋,"iwgt"
澄,"iwgu"
澰,"iwgw"
雀斑,"iwgy"
滌,"iwh"
潃,"iwhe"
举止,"iwhh"
举步,"iwhi"
滺,"iwhn"
浟,"iwht"
浴池,"iwib"
潋滟,"iwid"
澄清,"iwig"
汾水,"iwii"
兴学,"iwip"
溵溜,"iwiq"
淮河,"iwis"
沧海,"iwit"
湓溢,"iwiu"
脊梁,"iwiv"
澄澈,"iwiy"
举贤,"iwjc"
澄明,"iwje"
兴旺,"iwjg"
兴味,"iwkf"
雀跃,"iwkh"
湺,"iwks"
举国,"iwlg"
举办,"iwlw"
脊髓,"iwme"
浴巾,"iwmh"
洽购,"iwmq"
举凡,"iwmy"
沁人心脾,"iwne"
涂层,"iwnf"
涂改,"iwnt"
雀屏,"iwnu"
濮,"iwo"
涂料,"iwou"
濮,iwoy
举家,"iwpe"
浴室,"iwpg"
兴宁,"iwps"
淮安,"iwpv"
滏,"iwq"
滏,iwqu
举措,"iwra"
举报,"iwrb"
涂抹,"iwrg"
挙,"iwrj"
浴缸,"iwrm"
液化气,"iwrn"
举手,"iwrt"
举杯,"iwsg"
举要,"iwsv"
脊椎,"iwsw"
脊柱,"iwsy"
涂,"iwt"
兴筑,"iwta"
没什么,"iwtc"
湀,iwtd
举行,"iwtf"
举重,"iwtg"
兴复,"iwtj"
浴血,"iwtl"
混合物,"iwtr"
渔翁得利,"iwtt"
涂,iwty
沦入,"iwty"
兴,iwu
氼,"iwu"
举头,"iwud"
涖,"iwug"
洽商,"iwum"
脊背,"iwux"
汾,"iwv"
溵,"iwvc"
兴建,"iwvf"
雀巢,"iwvj"
湓,"iwvl"
汾,iwvn
洢,"iwvt"
浴,"iww"
溣,"iwwa"
梁任公,"iwwc"
举例,"iwwg"
兴修,"iwwh"
浴,iwwk
小傢伙,"iwwo"
浴盆,"iwwv"
举人,"iwww"
兴化,"iwwx"
沦,"iwx"
沦,iwxn
淮,"iwy"
泠,"iwyc"
湌,"iwye"
雀,"iwyf"
淮,iwyg
蠽,"iwyj"
兴衰,"iwyk"
誉为,"iwyl"
举高,"iwym"
兴亡,"iwyn"
洽谈,"iwyo"
洽询,"iwyq"
潗,"iwys"
沧州,"iwyt"
兴讼,"iwyw"
沈从文,"iwyy"
涨,"ix"
涨落,"ixai"
渳,"ixb"
泓,"ixc"
漒,"ixcj"
泓,ixcy
漲,"ixd"
溺爱,"ixep"
沸腾,"ixeu"
湪,"ixey"
消费者,"ixft"
潍坊,"ixfy"
流线型,"ixga"
溺死,"ixgq"
沸点,"ixhk"
沘源,"ixid"
涨潮,"ixif"
溺水,"ixii"
潍河,"ixis"
沸沸,"ixix"
沸,"ixj"
沸,ixjh
漒,ixkj
消费品,"ixkk"
学贯中西,"ixks"
泑,"ixl"
党纪国法,"ixli"
涨幅,"ixmh"
涨风,"ixmq"
埿,ixnf
涨势,"ixrv"
涨,ixt
小组长,"ixta"
涨,ixty
汇编程序,"ixty"
溺,"ixu"
溺,ixuu
潍,"ixw"
涨价,"ixww"
涨停,"ixwy"
涨红,"ixxa"
沘,"ixxn"
湝,"ixxr"
溺毙,"ixxx"
灤,"ixy"
溺床,"ixys"
灣,"ixyx"
汇编语言,"ixyy"
注,"iy"
渡,"iya"
渡,iyac
游弋,"iyag"
流落,"iyai"
游艺,"iyan"
流莺,"iyap"
省市区,"iyaq"
游医,"iyat"
浪花,"iyaw"
淳,"iyb"
游子,"iybb"
漓,"iybc"
洲际,"iybf"
淳,iybg
涥,"iybh"
浏阳,"iybj"
流出,"iybm"
涥,iybn
潡,"iybt"
流,"iyc"
游戏,"iyca"
流通,"iyce"
流,iycq
鎏,"iycq"
澈,"iyct"
瑬,"iycy"
滻,"iyd"
液压,"iydf"
流感,"iydg"
淳厚,"iydj"
游历,"iydl"
浪奇,"iyds"
流言蜚语,"iydy"
注脚,"iyef"
兴高采烈,"iyeg"
流域,"iyfa"
流动,"iyfc"
游走,"iyfh"
流进,"iyfj"
流露,"iyfk"
济南,"iyfm"
渡过,"iyfp"
浪者,"iyft"
注,iyg
流到,"iygc"
游玩,"iygf"
注,iygg
流下,"iygh"
流速,"iygk"
乼,"iygn"
混为一体,"iygw"
流毒,"iygx"
氺,"iygy"
汴,"iyh"
注目,"iyhh"
汴,iyhy
尐,"iyi"
渡江,"iyia"
泳池,"iyib"
浪涛,"iyid"
浪潮,"iyif"
流泪,"iyih"
游水,"iyii"
浪漫,"iyij"
漩涡,"iyik"
淤泥,"iyin"
游学,"iyip"
流派,"iyir"
渡河,"iyis"
渡海,"iyit"
流浪,"iyiy"
济,"iyj"
注明,"iyje"
满州里,"iyjf"
流量,"iyjg"
济,iyjh
流畅,"iyjh"
液晶,"iyjj"
浏览,"iyjt"
滖,"iyk"
瀼,"iyke"
流嘢,"iykj"
渡口,"iykk"
沩,"iyl"
瀤,"iyle"
游园,"iylf"
澶,"iylg"
流回,"iylk"
流连,"iylp"
济困,"iyls"
澟,"iylt"
渡轮,"iylw"
沩,iyly
沆,"iym"
小夜曲,"iyma"
滈,"iymk"
注册,"iymm"
沆,iymn
沪,"iyn"
小市民,"iyna"
乼,iynb
灋,"iync"
涙,"iynd"
澈悟,"iyng"
注疏,"iynh"
泳,"iyni"
汒,"iynn"
瀌,"iyno"
淭,iyns
沪,iynt
漉,"iynx"
瀛,"iyny"
湾,"iyo"
湙,"iyod"
滦,"iyos"
流料,"iyou"
湾,iyox
洂,"iyoy"
渟,"iyp"
濠,"iype"
淤塞,"iypf"
注定,"iypg"
湸,"iypm"
湸,iypq
济宁,"iyps"
游客,"iypt"
流窜,"iypw"
注视,"iypy"
温文尔雅,"iyqa"
注色,"iyqc"
注解,"iyqe"
注销,"iyqi"
游逛,"iyqt"
济急,"iyqv"
海底捞月,"iyre"
流质,"iyrf"
流逝,"iyrr"
流失,"iyrw"
灖,"iys"
游标,"iysf"
淳朴,"iysh"
洗衣机,"iysm"
浪板,"iysr"
洲,"iyt"
游,"iytb"
渡船,"iyte"
流行,"iytf"
注重,"iytg"
洲,iyth
漩,"iyth"
流利,"iytj"
流程,"iytk"
流血,"iytl"
注射,"iytm"
注释,"iyto"
游移,"iytq"
游牧,"iytr"
注入,"iyty"
濂,"iyu"
浪头,"iyud"
泳装,"iyuf"
注意,"iyuj"
流弊,"iyum"
濂,iyuo
泳将,"iyuq"
流产,"iyut"
浪,"iyv"
浪,iyve
漮,"iyvi"
溏,"iyvk"
液,"iyw"
湾仔,"iywb"
济公,"iywc"
流传,"iywf"
游侠,"iywg"
渡假,"iywn"
液体,"iyws"
淤,"iywu"
济贫,"iywv"
游人,"iyww"
液化,"iywx"
液,iywy
泫,"iyx"
流线,"iyxg"
浪费,"iyxj"
流弹,"iyxu"
游丝,"iyxx"
泫,iyxy
汶,"iyy"
济度,"iyya"
流离,"iyyb"
温度计,"iyyf"
氵,"iyyg"
潮州市,"iyym"
流氓,"iyyn"
流变,"iyyo"
澈底,"iyyq"
流放,"iyyt"
游说,"iyyu"
流言,"iyyy"
是,"j"
虹,"ja"
暱,"jaa"
蝶式,"jaaa"
暴牙,"jaah"
蠂,"jaas"
昻,"jabj"
蜞,"jad"
蟒,"jada"
星期三,"jadg"
蟖,"jadr"
蜞,jadw
晓月,"jaee"
虹彩,"jaes"
蚶,"jaf"
暴动,"jafc"
暴雨,"jafg"
暴露,"jafk"
鷝,"jafo"
虹,jag
蝶形,"jaga"
星期天,"jagd"
归功于,"jagf"
星期五,"jagg"
暴政,"jagh"
暴烈,"jagq"
螨,"jagw"
蚜,"jah"
暴虐,"jaha"
蚜,jaht
蜡油,"jaim"
暴光,"jaiq"
蜡染,"jaiv"
暴涨,"jaix"
蜡,"jaj"
蟆,"jajd"
蜡,jajg
星期日,"jajj"
蟒蛇,"jajp"
蝘,"jajv"
蠇,"jajy"
蜮,"jak"
蜮,jakg
螼,"jakg"
暴跌,"jakh"
暵,"jakw"
蠸,"jaky"
蠛,"jal"
昮,"jalb"
